label,text
Not_Fraud,soon you will have the real thing princess! Do i make you wet? :)
Not_Fraud,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
Not_Fraud,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
Fraud,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
Not_Fraud,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
Fraud,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
Not_Fraud,"Hmm well, night night "
Not_Fraud,Just wanted to say holy shit you guys weren't kidding about this bud
Not_Fraud,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
Not_Fraud,"This is one of the days you have a billion classes, right?"
Not_Fraud,"Goodmorning, today i am late for 2hrs. Because of back pain."
Not_Fraud,Ok then i'll let him noe later n ask him call u tmr...
Not_Fraud,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
Not_Fraud,* Will have two more cartons off u and is very pleased with shelves
Not_Fraud,Nice talking to you! please dont forget my pix :) i want to see all of you...
Fraud,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
Not_Fraud,But really quite funny lor wat... Then u shd haf run shorter distance wat...
Not_Fraud,I notice you like looking in the shit mirror youre turning into a right freak
Not_Fraud,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
Fraud,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120"
Not_Fraud,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor..."
Not_Fraud,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
Not_Fraud,If you have belive me. Come to my home.
Not_Fraud,Oh k.k..where did you take test?
Not_Fraud,Those were my exact intentions
Not_Fraud,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
Not_Fraud,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
Not_Fraud,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
Not_Fraud,Nothing just getting msgs by dis name wit different no's..
Not_Fraud,What's your room number again? Wanna make sure I'm knocking on the right door
Not_Fraud,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel
Not_Fraud,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
Not_Fraud,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
Not_Fraud,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
Not_Fraud,Every day i use to sleep after  &lt;#&gt;  so only.
Not_Fraud,K I'll call you when I'm close
Not_Fraud,U buy newspapers already?
Not_Fraud,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
Not_Fraud,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
Not_Fraud,No management puzzeles.
Not_Fraud,How did you find out in a way that didn't include all of these details
Fraud,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
Fraud,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL
Not_Fraud,will you like to be spoiled? :)
Fraud,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
Not_Fraud,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
Not_Fraud,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
Not_Fraud,Den wat will e schedule b lk on sun?
Not_Fraud,Lol enjoy role playing much?
Not_Fraud,Ok. Me watching tv too.
Not_Fraud,I just lov this line: \Hurt me with the truth
Not_Fraud,"Just checked out, heading out to drop off my stuff now"
Not_Fraud,Here got lots of hair dresser fr china.
Not_Fraud,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
Not_Fraud,Ill call you evening ill some ideas.
Fraud,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
Not_Fraud,Did you show him and wot did he say or could u not c him 4 dust?
Not_Fraud,It should take about  &lt;#&gt;  min
Fraud,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
Fraud,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
Not_Fraud,Finish liao... U?
Fraud,88066 FROM 88066 LOST 3POUND HELP
Not_Fraud,Haha i think i did too
Not_Fraud,U know we watchin at lido?
Not_Fraud,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
Not_Fraud,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
Not_Fraud,Cold. Dont be sad dear
Not_Fraud,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
Not_Fraud,Is that on the telly? No its Brdget Jones!
Not_Fraud,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
Not_Fraud,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
Not_Fraud,"Sorry, I'll call later in meeting"
Not_Fraud,R Ì_ comin back for dinner?
Not_Fraud,"I hav almost reached. Call, i m unable to connect u."
Not_Fraud,Whom you waited for yesterday
Not_Fraud,I reach home safe n sound liao...
Not_Fraud,"Velly good, yes please!"
Not_Fraud,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
Not_Fraud,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
Not_Fraud,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
Not_Fraud,Dont you have message offer
Fraud,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
Not_Fraud,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
Not_Fraud,Remind me how to get there and I shall do so
Not_Fraud,:-( that's not v romantic!
Not_Fraud,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
Fraud,You have 1 new message. Please call 08718738034.
Not_Fraud,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
Fraud,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
Not_Fraud,Draw va?i dont think so:)
Not_Fraud,Dont pick up d call when something important is There to tell. Hrishi
Not_Fraud,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?
Not_Fraud,"&lt;#&gt; , that's all? Guess that's easy enough"
Not_Fraud,We can make a baby in yo tho
Not_Fraud,Should I tell my friend not to come round til like  &lt;#&gt; ish?
Not_Fraud,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
Not_Fraud,Still in the area of the restaurant. Ill try to come back soon
Not_Fraud,"Aight that'll work, thanks"
Fraud,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
Not_Fraud,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
Fraud,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
Fraud,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
Fraud,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
Not_Fraud,So what do you guys do.
Not_Fraud,Also that chat was awesome but don't make it regular unless you can see her in person
Not_Fraud,That's significant but dont worry.
Not_Fraud,That's cause your old. I live to be high.
Not_Fraud,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
Not_Fraud,On the way to office da..
Not_Fraud,In which place do you want da.
Not_Fraud,This pain couldn't have come at a worse time.
Not_Fraud,Should I be stalking u?
Not_Fraud,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
Not_Fraud,Ok lor.
Not_Fraud,Apps class varaya elaya.
Fraud,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
Not_Fraud,That day you asked about anand number. Why:-)
Not_Fraud,Am surfing online store. For offers do you want to buy any thing.
Not_Fraud,Long beach lor. Expected... U having dinner now?
Not_Fraud,At home by the way
Not_Fraud,We are both fine. Thanks
Not_Fraud,What happen to her tell the truth
Not_Fraud,Do you like Italian food?
Not_Fraud,Which is weird because I know I had it at one point
Not_Fraud,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
Not_Fraud,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
Not_Fraud,"Alright, see you in a bit"
Not_Fraud,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.
Not_Fraud,I will take care of financial problem.i will help:)
Not_Fraud,Tell dear what happen to you. Why you talking to me like an alian
Fraud,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
Not_Fraud,"Hi this is yijue, can i meet u at 11 tmr?"
Not_Fraud,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
Not_Fraud,But i dint slept in afternoon.
Not_Fraud,That seems unnecessarily affectionate
Not_Fraud,Yar else i'll thk of all sorts of funny things.
Fraud,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 "
Not_Fraud,Thats cool. How was your day?
Fraud,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
Not_Fraud,R we going with the  &lt;#&gt;  bus?
Not_Fraud,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
Not_Fraud,No..he joined today itself.
Not_Fraud,Okay same with me. Well thanks for the clarification
Not_Fraud,I'll talk to the others and probably just come early tomorrow then
Fraud,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
Not_Fraud,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
Not_Fraud,Hi. I'm sorry i missed your call. Can you pls call back.
Fraud,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
Not_Fraud,Ok then no need to tell me anything i am going to sleep good night
Not_Fraud,Ok try to do week end course in coimbatore.
Fraud,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
Not_Fraud,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
Not_Fraud,If you r @ home then come down within 5 min
Not_Fraud,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
Not_Fraud,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? "
Not_Fraud,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
Not_Fraud,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
Fraud,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
Not_Fraud,Dunno lei he neva say...
Not_Fraud,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
Not_Fraud,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
Fraud,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
Not_Fraud,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
Not_Fraud,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
Not_Fraud,"If i let you do this, i want you in the house by 8am."
Not_Fraud,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
Not_Fraud,I will reach before ten morning
Not_Fraud,Your pussy is perfect!
Fraud,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
Not_Fraud,No message..no responce..what happend?
Not_Fraud,Also where's the piece
Not_Fraud,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
Not_Fraud,Boo. How's things? I'm back at home and a little bored already :-(
Not_Fraud,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
Not_Fraud,PICK UR FONE UP NOW U DUMB?
Not_Fraud,"Thanks da thangam, i feel very very happy dear. I also miss you da."
Not_Fraud,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
Not_Fraud,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
Not_Fraud,"Babe, I'm back ... Come back to me ..."
Not_Fraud,Well you told others you'd marry them...
Not_Fraud,Neshanth..tel me who r u?
Not_Fraud,YO YO YO BYATCH WHASSUP?
Not_Fraud,Oh... Kay... On sat right?
Not_Fraud,Hi! This is Roger from CL. How are you?
Fraud,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
Not_Fraud,Oh oh... Wasted... Den muz chiong on sat n sun liao...
Not_Fraud,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
Not_Fraud,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
Not_Fraud,I'm meeting Darren...
Not_Fraud,One of best dialogue in cute reltnship..!! \Wen i Die
Not_Fraud,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
Not_Fraud,Dear where you will be when i reach there
Not_Fraud,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
Not_Fraud,Ok... Thanx... Gd nite 2 Ì_ too...
Not_Fraud,"Come to me right now, Ahmad"
Not_Fraud,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
Not_Fraud,O was not into fps then.
Not_Fraud,Huh means computational science... Y they like dat one push here n there...
Not_Fraud,"Could you not read me, my Love ? I answered you"
Not_Fraud,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
Not_Fraud,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
Fraud,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
Not_Fraud,Oic... Then better quickly go bathe n settle down...
Not_Fraud,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
Not_Fraud,A bloo bloo bloo I'll miss the first bowl
Not_Fraud,Lmao but its so fun...
Not_Fraud,Oh k k:)but he is not a big hitter.anyway good
Not_Fraud,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
Fraud,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
Not_Fraud,Do you think i can move  &lt;#&gt;  in a week
Not_Fraud,She.s find. I sent you an offline message to know how anjola's now.
Fraud,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
Not_Fraud,How was txting and driving
Not_Fraud,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
Not_Fraud,Really dun bluff me leh... U sleep early too. Nite...
Not_Fraud,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
Not_Fraud,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
Not_Fraud,Oh ya ya. I remember da. .
Not_Fraud,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
Fraud,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
Not_Fraud,I not busy juz dun wan 2 go so early.. Hee.. 
Not_Fraud,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
Not_Fraud,"Great. I'm in church now, will holla when i get out"
Not_Fraud,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
Not_Fraud,I donno if they are scorable
Not_Fraud,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
Not_Fraud,"Yes but i dont care! I need you bad, princess!"
Not_Fraud,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
Not_Fraud,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...
Not_Fraud,Do u knw dis no. &lt;#&gt; ?
Not_Fraud,Then she dun believe wat?
Not_Fraud,K..give back my thanks.
Not_Fraud,I know complain num only..bettr directly go to bsnl offc nd apply for it..
Not_Fraud,Okay. I've seen it. So i should pick it on friday?
Not_Fraud,How much she payed. Suganya.
Not_Fraud,Left dessert. U wan me 2 go suntec look 4 u?
Not_Fraud,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
Not_Fraud,Onum ela pa. Normal than.
Not_Fraud,K.k..how is your sister kids?
Not_Fraud,"Cool, I'll text you when I'm on the way"
Not_Fraud,Nope. Meanwhile she talk say make i greet you.
Not_Fraud,i cant talk to you now.i will call when i can.dont keep calling.
Not_Fraud,Anything lar...
Not_Fraud,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
Not_Fraud,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
Not_Fraud,They will pick up and drop in car.so no problem..
Not_Fraud,S.i think he is waste for rr..
Not_Fraud,He is world famamus....
Not_Fraud,Is there coming friday is leave for pongal?do you get any news from your work place.
Not_Fraud,Lol well don't do it without me. We could have a big sale together.
Not_Fraud,* Am on my way
Not_Fraud,Eat at old airport road... But now 630 oredi... Got a lot of pple...
Not_Fraud,"sry can't talk on phone, with parents"
Not_Fraud,Ok lor wat time Ì_ finish?
Not_Fraud,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
Not_Fraud,Mm i am on the way to railway
Not_Fraud,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
Not_Fraud,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
Fraud,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
Fraud,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
Not_Fraud,K.:)do it at evening da:)urgent:)
Not_Fraud,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
Not_Fraud,Mm have some kanji dont eat anything heavy ok
Not_Fraud,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
Not_Fraud,Lol that's different. I don't go trying to find every real life photo you ever took.
Not_Fraud,I dont thnk its a wrong calling between us
Not_Fraud,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
Not_Fraud,Aiyah e rain like quite big leh. If drizzling i can at least run home.
Not_Fraud,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
Not_Fraud,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
Not_Fraud,"Greetings me, ! Consider yourself excused."
Not_Fraud,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
Not_Fraud,they released another Italian one today and it has a cosign option
Not_Fraud,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
Fraud,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
Not_Fraud,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
Not_Fraud,Dai what this da.. Can i send my resume to this id.
Not_Fraud,"I know where the  &lt;#&gt;  is, I'll be there around 5"
Not_Fraud,Yup i've finished c Ì_ there...
Not_Fraud,Remember to ask alex about his pizza
Not_Fraud,No da..today also i forgot..
Not_Fraud,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
Not_Fraud,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
Not_Fraud,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
Not_Fraud,Congrats kano..whr s the treat maga?
Not_Fraud,Who u talking about?
Not_Fraud,Yup...
Not_Fraud,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
Not_Fraud,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...
Not_Fraud,Er yep sure. Props?
Not_Fraud,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
Fraud,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
Not_Fraud,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
Not_Fraud,Bognor it is! Should be splendid at this time of year.
Not_Fraud,Yes.i'm in office da:)
Not_Fraud,Ok. I only ask abt e movie. U wan ktv oso?
Not_Fraud,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
Not_Fraud,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar
Fraud,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
Not_Fraud,Do u noe how 2 send files between 2 computers?
Not_Fraud,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
Not_Fraud,jay says he'll put in  &lt;#&gt;
Not_Fraud,Can you just come in for a sec? There's somebody here I want you to see
Not_Fraud,So the sun is anti sleep medicine.
Not_Fraud,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
Not_Fraud,Yup ok...
Not_Fraud,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
Not_Fraud,Ok enjoy . R u there in home.
Not_Fraud,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
Not_Fraud,You do what all you like
Not_Fraud,That's y we haf to combine n c how lor...
Not_Fraud,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
Not_Fraud,Hmmm:)how many players selected?
Not_Fraud,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
Not_Fraud,I dont. Can you send it to me. Plus how's mode.
Not_Fraud,Aiyo please Ì_ got time meh.
Not_Fraud,Package all your programs well
Not_Fraud,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
Not_Fraud,So are you guys asking that i get that slippers again or its gone with last year
Not_Fraud,Company is very good.environment is terrific and food is really nice:)
Fraud,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
Not_Fraud,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
Not_Fraud,Yup but not studying surfing lor. I'm in e lazy mode today.
Not_Fraud,Please sen :)my kind advice :-)please come here and try:-)
Not_Fraud,I'm done. C Ì_ there.
Not_Fraud,"Oh fine, I'll be by tonight"
Not_Fraud,ÌÏ give me some time to walk there.
Not_Fraud,I'll reach in ard 20 mins ok...
Fraud,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
Not_Fraud,Fuck babe ... What happened to you ? How come you never came back?
Fraud,This message is brought to you by GMW Ltd. and is not connected to the
Not_Fraud,"Some friends want me to drive em someplace, probably take a while"
